6612,1,10196434,2 DOWNTOWN,,0,1747764,226150,0,0
6612,1,10196435,2 DOWNTOWN,,0,1747765,226150,0,0
6612,1,10196436,2 DOWNTOWN,,0,1747766,226149,0,0
6612,1,10196437,2 DOWNTOWN,,0,1747767,226149,0,0
6612,1,10196438,2 DOWNTOWN,,0,1747765,226150,0,0
6612,1,10196439,2 DOWNTOWN,,0,1747764,226149,0,0
6612,1,10196440,2 DOWNTOWN,,0,1747768,226149,0,0
6612,1,10196441,2 DOWNTOWN,,0,1747769,226149,0,0
6612,1,10196442,2 DOWNTOWN,,0,1747770,226149,0,0
6612,1,10196443,2 DOWNTOWN,,0,1747771,226149,0,0
6612,1,10196444,2 DOWNTOWN,,0,1747772,226149,0,0
6612,1,10196445,2 DOWNTOWN,,0,1747765,226149,0,0
6612,1,10196446,2 DOWNTOWN,,0,1747773,226149,0,0
6612,1,10196447,2 DOWNTOWN,,0,1747774,226149,0,0
6612,1,10196448,2 DOWNTOWN,,0,1747775,226149,0,0
6612,1,10196449,2 DOWNTOWN,,0,1747774,226149,0,0
6612,1,10196450,2 DOWNTOWN,,0,1747776,226149,0,0
6612,1,10196451,2 DOWNTOWN,,0,1747764,226149,0,0
6612,1,10196452,2 DOWNTOWN,,0,1754948,226150,0,0
6612,1,10196453,2 DOWNTOWN,,0,1747768,226149,0,0
6612,1,10196454,2 DOWNTOWN,,0,1747774,226149,0,0
6612,1,10196455,2 DOWNTOWN,,0,1747773,226149,0,0
6612,1,10196456,2 DOWNTOWN,,0,1747771,226149,0,0
6612,1,10196457,2 DOWNTOWN,,0,1747778,226149,0,0
6612,1,10196458,2 DOWNTOWN,,0,1747765,226149,0,0
6612,1,10196459,2 DOWNTOWN,,0,1747774,226149,0,0
6612,1,10196460,2 DOWNTOWN,,0,1747779,226149,0,0
6612,1,10196461,2 DOWNTOWN,,0,1747772,226150,0,0
6612,1,10196462,2 DOWNTOWN,,0,1747771,226150,0,0
6612,1,10196463,2 DOWNTOWN,,0,1747770,226150,0,0
6612,1,10196464,2 DOWNTOWN,,0,1747768,226150,0,0
6612,1,10196465,2 DOWNTOWN,,0,1747779,226150,0,0
6612,1,10196466,2 DOWNTOWN,,0,1747774,226150,0,0
6612,1,10196467,2 DOWNTOWN,,0,1747773,226150,0,0
6612,1,10196468,2 DOWNTOWN,,0,1747778,226150,0,0
6612,1,10196469,2 DOWNTOWN,,0,1747772,226150,0,0
6612,1,10196470,2 DOWNTOWN,,0,1747768,226150,0,0
6612,1,10196471,2 DOWNTOWN,,0,1747764,226150,0,0
6612,1,10196472,2 DOWNTOWN,,0,1747765,226150,0,0
6612,1,10196473,2 DOWNTOWN,,0,1747779,226150,0,0
6612,1,10196474,2 DOWNTOWN,,0,1747774,226150,0,0
6612,1,10196475,2 DOWNTOWN,,0,1747773,226150,0,0
6612,1,10196476,2 DOWNTOWN,,0,1747778,226150,0,0
6612,1,10196477,2 DOWNTOWN,,0,1747772,226150,0,0
6612,1,10196478,2 DOWNTOWN,,0,1747771,226150,0,0
6612,1,10196479,2 DOWNTOWN,,0,1747770,226150,0,0
6612,1,10196480,2 DOWNTOWN,,0,1747766,226150,0,0
6612,1,10196481,2 DOWNTOWN,,0,1747764,226150,0,0
6612,1,10196482,2 DOWNTOWN,,0,1747772,226149,0,0
6612,1,10196483,2 DOWNTOWN,,0,1747779,226150,0,0
6612,1,10196484,2 DOWNTOWN,,0,1747776,226150,0,0
6612,1,10196485,2 DOWNTOWN,,0,1747764,226150,0,0
6612,1,10196486,2 DOWNTOWN,,0,1747765,226150,0,0
6612,1,10196487,2 DOWNTOWN,,0,1747780,226150,0,0
6612,1,10196488,2 DOWNTOWN,,0,1747781,226149,0,0
6612,1,10196489,2 DOWNTOWN,,0,1747779,226150,0,0
6612,1,10196490,2 DOWNTOWN,,0,1747776,226150,0,0
6612,1,10196491,2 DOWNTOWN,,0,1747782,226150,0,0
6612,1,10196492,2 DOWNTOWN,,0,1747764,226150,0,0
6612,1,10196493,2 DOWNTOWN,,0,1747771,226150,0,0
6612,1,10196494,2 DOWNTOWN,,0,1747765,226149,0,0
6612,1,10196495,2 DOWNTOWN,,0,1747765,226150,0,0
6612,1,10196496,2 DOWNTOWN,,0,1747778,226149,0,0
6612,1,10196497,2 DOWNTOWN,,0,1747771,226149,0,0
6612,1,10196498,2 DOWNTOWN,,0,1747772,226149,0,0
6612,1,10196499,2 DOWNTOWN,,0,1747778,226149,0,0
6612,1,10196500,2 DOWNTOWN,,0,1747774,226150,0,0
6612,1,10196501,2 DOWNTOWN,,0,1747767,226149,0,0
6612,1,10196502,2 DOWNTOWN,,0,1747783,226148,0,0
6612,1,10196503,2 DOWNTOWN,,0,1747784,226148,0,0
6612,1,10196504,2 DOWNTOWN,,0,1747773,226149,0,0
6612,1,10196505,2 DOWNTOWN,,0,1747779,226149,0,0
6612,1,10196506,2 DOWNTOWN,,0,1747764,226149,0,0
6612,1,10196507,2 DOWNTOWN,,0,1747778,226150,0,0
6612,1,10196508,2 DOWNTOWN,,0,1747780,226150,0,0
6612,1,10196509,2 DOWNTOWN,,0,1747781,226150,0,0
6612,1,10196510,2 DOWNTOWN,,0,1747774,226150,0,0
6612,1,10196511,2 DOWNTOWN,,0,1747773,226150,0,0
6612,1,10196512,2 DOWNTOWN,,0,1747785,226149,0,0
6612,1,10196513,2 DOWNTOWN,,0,1747786,226149,0,0
6612,1,10196514,2 DOWNTOWN,,0,1747775,226150,0,0
6612,1,10196515,2 DOWNTOWN,,0,1747771,226149,0,0
6612,1,10196516,2 DOWNTOWN,,0,1747779,226150,0,0
6612,1,10196517,2 DOWNTOWN,,0,1747770,226149,0,0
6612,1,10196518,2 DOWNTOWN,,0,1754947,226150,0,0
6612,1,10196519,2 DOWNTOWN,,0,1747774,226150,0,0
6612,1,10196520,2 DOWNTOWN,,0,1747787,226149,0,0
6612,1,10196521,2 DOWNTOWN,,0,1747768,226149,0,0
6612,1,10196522,2 DOWNTOWN,,0,1747770,226150,0,0
6612,1,10196523,2 DOWNTOWN,,0,1747778,226150,0,0
6612,1,10196524,2 DOWNTOWN,,0,1747767,226150,0,0
6612,1,10196525,2 DOWNTOWN,,0,1754947,226149,0,0
6612,1,10196526,2 DOWNTOWN,,0,1747774,226149,0,0
6612,1,10196527,2 DOWNTOWN,,0,1747768,226150,0,0
6612,1,10196528,2 DOWNTOWN,,0,1747770,226150,0,0
6612,1,10196529,2 DOWNTOWN,,0,1747787,226150,0,0
6612,1,10196530,2 DOWNTOWN,,0,1747777,226149,0,0
6612,101,10196531,2 DOWNTOWN,,0,1754948,226150,0,0
6612,1,10196532,2 DOWNTOWN,,0,1747768,226150,0,0
6612,1,10196533,2 DOWNTOWN,,0,1747775,226150,0,0
6612,1,10196534,2 DOWNTOWN,,0,1747787,226149,0,0
6612,1,10196535,2 DOWNTOWN,,0,1747778,226149,0,0
6612,1,10196536,2 DOWNTOWN,,0,1747767,226149,0,0
6612,1,10196537,2 DOWNTOWN,,0,1747771,226149,0,0
6612,1,10196538,2 DOWNTOWN,,0,1747774,226149,0,0
6612,1,10196539,2 DOWNTOWN,,0,1747778,226150,0,0
6612,1,10196540,2 DOWNTOWN,,0,1747767,226150,0,0
6612,1,10196541,2 DOWNTOWN,,0,1747771,226150,0,0
6612,1,10196542,2 DOWNTOWN,,0,1747774,226150,0,0
6612,1,10196543,2 DOWNTOWN,,0,1754948,226150,0,0
6612,1,10196544,2 DOWNTOWN,,0,1747777,226150,0,0
6612,1,10196545,2 DOWNTOWN,,0,1747765,226150,0,0
6612,1,10196546,2 DOWNTOWN,,0,1747767,226150,0,0
6612,1,10196547,2 DOWNTOWN,,0,1747774,226150,0,0
6612,1,10196548,2 DOWNTOWN,,0,1754948,226150,0,0
6612,1,10196549,2 DOWNTOWN,,0,1747777,226150,0,0
6612,1,10196550,2 DOWNTOWN,,0,1747765,226150,0,0
6612,1,10196551,2 DOWNTOWN,,0,1747767,226150,0,0
6612,1,10196552,2 DOWNTOWN,,0,1747765,226149,0,0
6612,1,10196553,2 DOWNTOWN,,0,1747774,226150,0,0
6612,1,10196554,2 DOWNTOWN,,0,1747765,226149,0,0
6612,1,10196555,2 DOWNTOWN,,0,1747765,226150,0,0
6612,1,10196556,2 DOWNTOWN,,0,1754948,226150,0,0
6612,1,10196557,2 DOWNTOWN,,0,1747774,226150,0,0
6612,1,10196558,2 DOWNTOWN,,0,1754948,226150,0,0
6612,1,10196559,2 DOWNTOWN,,0,1747771,226149,0,0
6612,1,10196560,2 DOWNTOWN,,0,1754947,226150,0,0
6612,1,10196561,2 DOWNTOWN,,0,1747765,226150,0,0
6612,1,10196562,2 DOWNTOWN,,0,1747779,226149,0,0
6612,1,10196563,2 DOWNTOWN,,0,1747782,226149,0,0
6612,1,10196564,2 DOWNTOWN,,0,1747773,226149,0,0
6612,1,10196565,2 DOWNTOWN,,0,1747764,226149,0,0
6612,1,10196566,2 DOWNTOWN,,0,1747778,226149,0,0
6612,1,10196567,2 DOWNTOWN,,0,1754948,226149,0,0
6612,1,10196568,2 DOWNTOWN,,0,1747766,226150,0,0
6612,1,10196569,2 DOWNTOWN,,0,1747771,226150,0,0
6612,1,10196570,2 DOWNTOWN,,0,1747772,226150,0,0
6612,1,10196571,2 DOWNTOWN,,0,1747777,226150,0,0
6612,1,10196572,2 DOWNTOWN,,0,1747765,226150,0,0
